"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Live","Daemon","Total loaded","Shared loaded"
"23:42:44.838, 6 de dez de 2022","2,3","0,0","308.281.376","36.917.104","24","18","2.639","1.146"
"23:42:45.839, 6 de dez de 2022","6,3","0,0","308.281.376","31.742.816","25","19","2.639","1.146"
"23:42:46.839, 6 de dez de 2022","5,9","0,0","308.281.376","86.356.440","25","19","2.639","1.146"
"23:42:47.839, 6 de dez de 2022","6,7","0,0","308.281.376","158.745.056","25","19","2.639","1.146"
"23:42:48.839, 6 de dez de 2022","3,9","0,0","308.281.376","89.587.248","25","19","2.639","1.146"
"23:42:49.840, 6 de dez de 2022","1,2","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:50.840, 6 de dez de 2022","0,3","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:51.841, 6 de dez de 2022","0,1","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:52.841, 6 de dez de 2022","0,1","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:53.841, 6 de dez de 2022","0,1","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:54.842, 6 de dez de 2022","0,1","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:55.842, 6 de dez de 2022","0,1","0,0","308.281.376","93.781.552","28","22","2.639","1.146"
"23:42:56.842, 6 de dez de 2022","0,1","0,0","308.281.376","94.830.128","28","22","2.639","1.146"
"23:42:57.843, 6 de dez de 2022","0,1","0,0","308.281.376","94.830.128","28","22","2.639","1.146"
"23:42:58.843, 6 de dez de 2022","0,1","0,0","308.281.376","94.830.128","28","22","2.639","1.146"
"23:42:59.843, 6 de dez de 2022","0,1","0,0","308.281.376","94.830.128","28","22","2.639","1.146"
"23:43:00.843, 6 de dez de 2022","0,0","0,0","308.281.376","94.830.128","28","22","2.639","1.146"
"23:43:01.844, 6 de dez de 2022","0,2","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:02.844, 6 de dez de 2022","0,0","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:03.844, 6 de dez de 2022","0,1","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:04.845, 6 de dez de 2022","0,1","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:05.845, 6 de dez de 2022","0,1","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:06.845, 6 de dez de 2022","0,2","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:07.846, 6 de dez de 2022","0,1","0,0","308.281.376","95.878.704","28","22","2.639","1.146"
"23:43:08.846, 6 de dez de 2022","0,2","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:09.846, 6 de dez de 2022","0,1","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:10.847, 6 de dez de 2022","0,0","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:11.847, 6 de dez de 2022","0,1","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:12.847, 6 de dez de 2022","0,1","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:13.847, 6 de dez de 2022","0,1","0,0","308.281.376","96.927.280","28","22","2.639","1.146"
"23:43:14.848, 6 de dez de 2022","0,1","0,0","308.281.376","97.975.856","28","22","2.639","1.146"
"23:43:15.848, 6 de dez de 2022","0,1","0,0","308.281.376","97.975.856","28","22","2.639","1.146"
"23:43:16.849, 6 de dez de 2022","0,1","0,0","308.281.376","97.975.856","28","22","2.639","1.146"
"23:43:17.849, 6 de dez de 2022","0,1","0,0","308.281.376","97.975.856","28","22","2.639","1.146"
"23:43:18.849, 6 de dez de 2022","0,2","0,0","308.281.376","97.975.856","28","22","2.639","1.146"
"23:43:19.849, 6 de dez de 2022","0,1","0,0","308.281.376","97.975.856","27","21","2.639","1.146"
"23:43:20.850, 6 de dez de 2022","0,0","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:21.850, 6 de dez de 2022","0,6","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:22.850, 6 de dez de 2022","0,1","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:23.851, 6 de dez de 2022","0,2","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:24.851, 6 de dez de 2022","0,2","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:25.851, 6 de dez de 2022","0,0","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:26.851, 6 de dez de 2022","0,2","0,0","308.281.376","99.024.432","27","21","2.639","1.146"
"23:43:27.852, 6 de dez de 2022","0,0","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:28.852, 6 de dez de 2022","0,1","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:29.852, 6 de dez de 2022","0,1","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:30.853, 6 de dez de 2022","0,1","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:31.853, 6 de dez de 2022","0,1","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:32.853, 6 de dez de 2022","0,1","0,0","308.281.376","100.073.008","27","21","2.639","1.146"
"23:43:33.854, 6 de dez de 2022","0,1","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:34.854, 6 de dez de 2022","0,1","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:35.854, 6 de dez de 2022","0,1","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:36.855, 6 de dez de 2022","0,0","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:37.855, 6 de dez de 2022","0,1","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:38.855, 6 de dez de 2022","0,1","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:39.856, 6 de dez de 2022","0,3","0,0","308.281.376","101.121.584","27","21","2.639","1.146"
"23:43:40.856, 6 de dez de 2022","0,1","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:41.856, 6 de dez de 2022","0,1","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:42.857, 6 de dez de 2022","0,0","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:43.857, 6 de dez de 2022","0,7","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:44.857, 6 de dez de 2022","0,0","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:45.857, 6 de dez de 2022","0,1","0,0","308.281.376","102.170.160","27","21","2.639","1.146"
"23:43:46.858, 6 de dez de 2022","0,1","0,0","308.281.376","103.218.736","27","21","2.639","1.146"
"23:43:47.858, 6 de dez de 2022","0,1","0,0","308.281.376","103.218.736","27","21","2.639","1.146"
"23:43:48.858, 6 de dez de 2022","0,0","0,0","308.281.376","103.218.736","27","21","2.639","1.146"
"23:43:49.859, 6 de dez de 2022","0,2","0,0","308.281.376","103.218.736","26","20","2.639","1.146"
"23:43:50.859, 6 de dez de 2022","0,0","0,0","308.281.376","103.218.736","26","20","2.639","1.146"
"23:43:51.859, 6 de dez de 2022","0,2","0,0","308.281.376","103.218.736","26","20","2.639","1.146"
"23:43:52.860, 6 de dez de 2022","0,0","0,0","308.281.376","103.218.736","26","20","2.639","1.146"
"23:43:53.860, 6 de dez de 2022","0,1","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:54.860, 6 de dez de 2022","0,1","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:55.861, 6 de dez de 2022","0,2","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:56.861, 6 de dez de 2022","0,1","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:57.861, 6 de dez de 2022","0,0","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:58.862, 6 de dez de 2022","0,1","0,0","308.281.376","104.267.312","26","20","2.639","1.146"
"23:43:59.862, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:00.862, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:01.863, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:02.863, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:03.863, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:04.864, 6 de dez de 2022","0,0","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:05.864, 6 de dez de 2022","0,1","0,0","308.281.376","105.315.888","26","20","2.639","1.146"
"23:44:06.864, 6 de dez de 2022","0,1","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:07.865, 6 de dez de 2022","0,1","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:08.865, 6 de dez de 2022","0,1","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:09.865, 6 de dez de 2022","0,1","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:10.866, 6 de dez de 2022","0,0","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:11.866, 6 de dez de 2022","0,1","0,0","308.281.376","106.364.464","26","20","2.639","1.146"
"23:44:12.866, 6 de dez de 2022","0,1","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:13.867, 6 de dez de 2022","0,2","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:14.867, 6 de dez de 2022","0,1","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:15.867, 6 de dez de 2022","0,0","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:16.868, 6 de dez de 2022","0,1","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:17.868, 6 de dez de 2022","0,1","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:18.868, 6 de dez de 2022","0,1","0,0","308.281.376","107.413.040","26","20","2.639","1.146"
"23:44:19.869, 6 de dez de 2022","0,1","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:20.869, 6 de dez de 2022","0,1","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:21.869, 6 de dez de 2022","0,0","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:22.869, 6 de dez de 2022","0,1","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:23.870, 6 de dez de 2022","0,2","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:24.870, 6 de dez de 2022","0,1","0,0","308.281.376","108.461.616","25","19","2.639","1.146"
"23:44:25.870, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:26.871, 6 de dez de 2022","0,0","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:27.871, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:28.871, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:29.872, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:30.872, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:31.873, 6 de dez de 2022","0,1","0,0","308.281.376","109.510.192","25","19","2.639","1.146"
"23:44:32.873, 6 de dez de 2022","0,0","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:33.873, 6 de dez de 2022","0,2","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:34.873, 6 de dez de 2022","0,0","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:35.874, 6 de dez de 2022","0,1","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:36.874, 6 de dez de 2022","0,2","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:37.874, 6 de dez de 2022","0,1","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:38.875, 6 de dez de 2022","0,2","0,0","308.281.376","110.558.768","25","19","2.639","1.146"
"23:44:39.875, 6 de dez de 2022","0,0","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:40.876, 6 de dez de 2022","0,1","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:41.876, 6 de dez de 2022","0,1","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:42.876, 6 de dez de 2022","0,0","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:43.877, 6 de dez de 2022","0,2","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:44.877, 6 de dez de 2022","0,0","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:45.877, 6 de dez de 2022","0,2","0,0","308.281.376","111.607.344","25","19","2.639","1.146"
"23:44:46.878, 6 de dez de 2022","0,1","0,0","308.281.376","112.655.920","25","19","2.639","1.146"
"23:44:47.878, 6 de dez de 2022","0,0","0,0","308.281.376","112.655.920","25","19","2.639","1.146"
"23:44:48.878, 6 de dez de 2022","0,2","0,0","308.281.376","112.655.920","25","19","2.639","1.146"
"23:44:49.879, 6 de dez de 2022","0,0","0,0","308.281.376","112.655.920","24","18","2.639","1.146"
"23:44:50.879, 6 de dez de 2022","0,1","0,0","308.281.376","112.655.920","24","18","2.639","1.146"
"23:44:51.879, 6 de dez de 2022","0,1","0,0","308.281.376","112.655.920","24","18","2.639","1.146"
"23:44:52.880, 6 de dez de 2022","0,1","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:53.880, 6 de dez de 2022","0,1","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:54.880, 6 de dez de 2022","0,0","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:55.881, 6 de dez de 2022","0,1","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:56.881, 6 de dez de 2022","0,2","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:57.881, 6 de dez de 2022","0,0","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:58.882, 6 de dez de 2022","0,1","0,0","308.281.376","113.704.496","24","18","2.639","1.146"
"23:44:59.882, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:00.882, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:01.883, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:02.883, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:03.883, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:04.884, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:05.884, 6 de dez de 2022","0,1","0,0","308.281.376","114.753.072","24","18","2.639","1.146"
"23:45:06.884, 6 de dez de 2022","0,1","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:07.885, 6 de dez de 2022","0,1","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:08.885, 6 de dez de 2022","0,1","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:09.885, 6 de dez de 2022","0,0","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:10.886, 6 de dez de 2022","0,2","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:11.886, 6 de dez de 2022","0,1","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:12.886, 6 de dez de 2022","0,0","0,0","308.281.376","115.801.648","24","18","2.639","1.146"
"23:45:13.887, 6 de dez de 2022","0,2","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:14.887, 6 de dez de 2022","0,1","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:15.887, 6 de dez de 2022","0,1","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:16.888, 6 de dez de 2022","0,0","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:17.888, 6 de dez de 2022","0,1","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:18.888, 6 de dez de 2022","0,1","0,0","308.281.376","116.850.224","24","18","2.639","1.146"
"23:45:19.889, 6 de dez de 2022","0,0","0,0","308.281.376","116.850.224","23","17","2.639","1.146"
"23:45:20.889, 6 de dez de 2022","0,2","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:21.889, 6 de dez de 2022","0,1","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:22.890, 6 de dez de 2022","0,0","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:23.890, 6 de dez de 2022","0,1","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:24.890, 6 de dez de 2022","0,1","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:25.891, 6 de dez de 2022","0,1","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:26.891, 6 de dez de 2022","0,1","0,0","308.281.376","117.898.800","23","17","2.639","1.146"
"23:45:27.891, 6 de dez de 2022","0,1","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:28.892, 6 de dez de 2022","0,0","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:29.892, 6 de dez de 2022","0,1","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:30.892, 6 de dez de 2022","0,1","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:31.893, 6 de dez de 2022","0,1","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:32.893, 6 de dez de 2022","0,0","0,0","308.281.376","118.947.376","23","17","2.639","1.146"
"23:45:33.893, 6 de dez de 2022","0,1","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:34.894, 6 de dez de 2022","0,2","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:35.894, 6 de dez de 2022","0,1","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:36.894, 6 de dez de 2022","0,0","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:37.895, 6 de dez de 2022","0,1","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:38.895, 6 de dez de 2022","0,1","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:39.895, 6 de dez de 2022","0,1","0,0","308.281.376","119.995.952","23","17","2.639","1.146"
"23:45:40.896, 6 de dez de 2022","0,1","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:41.896, 6 de dez de 2022","0,0","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:42.896, 6 de dez de 2022","0,1","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:43.897, 6 de dez de 2022","0,1","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:44.897, 6 de dez de 2022","0,1","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:45.897, 6 de dez de 2022","0,1","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:46.898, 6 de dez de 2022","0,0","0,0","308.281.376","121.044.528","23","17","2.639","1.146"
"23:45:47.898, 6 de dez de 2022","0,2","0,0","308.281.376","122.093.104","23","17","2.639","1.146"
"23:45:48.898, 6 de dez de 2022","0,1","0,0","308.281.376","122.093.104","23","17","2.639","1.146"
"23:45:49.899, 6 de dez de 2022","0,0","0,0","308.281.376","122.093.104","22","16","2.639","1.146"
"23:45:50.899, 6 de dez de 2022","0,1","0,0","308.281.376","122.093.104","22","16","2.639","1.146"
"23:45:51.899, 6 de dez de 2022","0,1","0,0","308.281.376","122.093.104","22","16","2.639","1.146"
"23:45:52.900, 6 de dez de 2022","0,1","0,0","308.281.376","122.093.104","22","16","2.639","1.146"
"23:45:53.900, 6 de dez de 2022","0,1","0,0","308.281.376","122.093.104","22","16","2.639","1.146"
"23:45:54.900, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:45:55.901, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:45:56.901, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:45:57.901, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:45:58.902, 6 de dez de 2022","0,0","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:45:59.902, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:46:00.902, 6 de dez de 2022","0,1","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:46:01.903, 6 de dez de 2022","0,0","0,0","308.281.376","123.141.680","22","16","2.639","1.146"
"23:46:02.903, 6 de dez de 2022","0,2","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:03.903, 6 de dez de 2022","0,0","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:04.904, 6 de dez de 2022","0,2","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:05.904, 6 de dez de 2022","0,1","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:06.904, 6 de dez de 2022","0,0","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:07.905, 6 de dez de 2022","0,1","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:08.905, 6 de dez de 2022","0,1","0,0","308.281.376","124.190.256","22","16","2.639","1.146"
"23:46:09.905, 6 de dez de 2022","0,1","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:10.906, 6 de dez de 2022","0,0","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:11.906, 6 de dez de 2022","0,1","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:12.906, 6 de dez de 2022","0,1","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:13.907, 6 de dez de 2022","0,1","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:14.907, 6 de dez de 2022","0,0","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:15.907, 6 de dez de 2022","0,2","0,0","308.281.376","125.238.832","22","16","2.639","1.146"
"23:46:16.907, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","22","16","2.639","1.146"
"23:46:17.908, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","22","16","2.639","1.146"
"23:46:18.908, 6 de dez de 2022","0,0","0,0","308.281.376","126.287.408","22","16","2.639","1.146"
"23:46:19.908, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","21","15","2.639","1.146"
"23:46:20.909, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","21","15","2.639","1.146"
"23:46:21.909, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","21","15","2.639","1.146"
"23:46:22.909, 6 de dez de 2022","0,1","0,0","308.281.376","126.287.408","21","15","2.639","1.146"
"23:46:23.910, 6 de dez de 2022","0,1","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:24.910, 6 de dez de 2022","0,0","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:25.910, 6 de dez de 2022","0,1","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:26.911, 6 de dez de 2022","0,1","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:27.911, 6 de dez de 2022","0,2","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:28.911, 6 de dez de 2022","0,0","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:29.912, 6 de dez de 2022","0,1","0,0","308.281.376","127.335.984","21","15","2.639","1.146"
"23:46:30.912, 6 de dez de 2022","0,1","0,0","308.281.376","128.384.560","21","15","2.639","1.146"
"23:46:31.912, 6 de dez de 2022","0,1","0,0","308.281.376","128.384.560","21","15","2.639","1.146"
"23:46:32.913, 6 de dez de 2022","0,0","0,0","308.281.376","128.384.560","21","15","2.639","1.146"
"23:46:33.913, 6 de dez de 2022","0,2","0,0","308.281.376","128.384.560","21","15","2.639","1.146"
"23:46:34.913, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:35.913, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:36.914, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:37.914, 6 de dez de 2022","0,0","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:38.914, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:39.915, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:40.915, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:41.915, 6 de dez de 2022","0,1","0,0","308.281.376","129.433.136","21","15","2.639","1.146"
"23:46:42.916, 6 de dez de 2022","0,1","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:43.916, 6 de dez de 2022","0,1","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:44.916, 6 de dez de 2022","0,1","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:45.917, 6 de dez de 2022","0,3","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:46.917, 6 de dez de 2022","0,0","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:47.917, 6 de dez de 2022","0,1","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:48.918, 6 de dez de 2022","0,1","0,0","308.281.376","130.481.712","21","15","2.639","1.146"
"23:46:49.918, 6 de dez de 2022","0,2","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:50.918, 6 de dez de 2022","0,0","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:51.919, 6 de dez de 2022","0,0","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:52.919, 6 de dez de 2022","0,1","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:53.919, 6 de dez de 2022","0,1","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:54.920, 6 de dez de 2022","0,1","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:55.920, 6 de dez de 2022","0,1","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:56.920, 6 de dez de 2022","0,1","0,0","308.281.376","131.530.288","21","15","2.639","1.146"
"23:46:57.921, 6 de dez de 2022","0,1","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:46:58.921, 6 de dez de 2022","0,1","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:46:59.921, 6 de dez de 2022","0,1","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:47:00.921, 6 de dez de 2022","0,0","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:47:01.922, 6 de dez de 2022","0,2","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:47:02.922, 6 de dez de 2022","0,1","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:47:03.922, 6 de dez de 2022","0,1","0,0","308.281.376","132.578.864","21","15","2.639","1.146"
"23:47:04.923, 6 de dez de 2022","0,0","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:05.923, 6 de dez de 2022","0,1","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:06.923, 6 de dez de 2022","0,1","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
